gene_name,gene_id
TRMT1L,ENSG00000121486
TRMT2A,ENSG00000099899
TRO,ENSG00000067445
TRPA1,ENSG00000104321
TRPC1,ENSG00000144935
TRPC3,ENSG00000138741
TRPC4,ENSG00000133107
TRPC5,ENSG00000072315
TRPC6,ENSG00000137672
TRPC7,ENSG00000069018
TRPM1,ENSG00000134160
TRPM2,ENSG00000142185
TRPM3,ENSG00000083067
TRPM4,ENSG00000130529
TRPM6,ENSG00000119121
TRPM7,ENSG00000092439
TRPM8,ENSG00000144481
TRPS1,ENSG00000104447
TRPV1,ENSG00000196689
TRPV4,ENSG00000111199
TRPV6,ENSG00000165125
TRRAP,ENSG00000196367
TRUB1,ENSG00000165832
TSBP1,ENSG00000204296
TSC1,ENSG00000165699
TSC2,ENSG00000103197
TSG101,ENSG00000074319
TSHR,ENSG00000165409
TSHZ1,ENSG00000179981
TSLP,ENSG00000145777
TSNAXIP1,ENSG00000102904
TSPAN10,ENSG00000182612
TSPAN12,ENSG00000106025
TSPAN13,ENSG00000106537
TSPAN14,ENSG00000108219
TSPAN18,ENSG00000157570
TSPAN3,ENSG00000140391
TSPAN31,ENSG00000135452
TSPAN4,ENSG00000214063
TSPAN7,ENSG00000156298
TSPAN8,ENSG00000127324
TSPAN9,ENSG00000011105
TSPO,ENSG00000100300
TSPOAP1,ENSG00000005379
TSPY1,ENSG00000258992
TSPYL5,ENSG00000180543
TSSC4,ENSG00000184281
TSSK1B,ENSG00000212122
TSSK3,ENSG00000162526
TTC12,ENSG00000149292
TTC23,ENSG00000103852
TTC23L,ENSG00000205838
TTC4,ENSG00000243725
TTC9C,ENSG00000162222
TTI1,ENSG00000101407
TTK,ENSG00000112742
TTPA,ENSG00000137561
TUBA4A,ENSG00000127824
TUBB,ENSG00000196230
TUBB2A,ENSG00000137267
TUBB2B,ENSG00000137285
TUBB3,ENSG00000258947
TUBB4A,ENSG00000104833
TUBB6,ENSG00000176014
TUBD1,ENSG00000108423
TUBG1,ENSG00000131462
TUFM,ENSG00000178952
TUSC2,ENSG00000114383
TWIST1,ENSG00000122691
TWIST2,ENSG00000233608
TWSG1,ENSG00000128791
TXK,ENSG00000074966
TXNDC16,ENSG00000087301
TXNDC9,ENSG00000115514
TXNRD1,ENSG00000198431
TYK2,ENSG00000105397
TYMP,ENSG00000025708
TYMS,ENSG00000176890
TYRO3,ENSG00000092445
U2AF1,ENSG00000160201
U2AF2,ENSG00000063244
UBA1,ENSG00000130985
UBAP2,ENSG00000137073
UBAP2L,ENSG00000143569
UBASH3A,ENSG00000160185
UBASH3B,ENSG00000154127
UBD,ENSG00000213886
UBE2C,ENSG00000175063
UBE2D1,ENSG00000072401
UBE2D2,ENSG00000131508
UBE2D3,ENSG00000109332
UBE2I,ENSG00000103275
UBE2L3,ENSG00000185651
UBE2T,ENSG00000077152
UBE3A,ENSG00000114062
UBE4B,ENSG00000130939
UBR3,ENSG00000144357
UBR5,ENSG00000104517
UBTF,ENSG00000108312
UCA1,ENSG00000214049
UCHL1,ENSG00000154277
UCN,ENSG00000163794
UCP2,ENSG00000175567
UEVLD,ENSG00000151116
UFC1,ENSG00000143222
UGDH,ENSG00000109814
UGT1A1,ENSG00000241635
UGT1A4,ENSG00000244474
UGT1A9,ENSG00000241119
UGT2B17,ENSG00000197888
UGT2B7,ENSG00000171234
UHRF1,ENSG00000276043
ULBP2,ENSG00000131015
ULK1,ENSG00000177169
ULK2,ENSG00000083290
UMOD,ENSG00000169344
UMPS,ENSG00000114491
UNC119,ENSG00000109103
UNC13A,ENSG00000130477
UNC45A,ENSG00000140553
UNC5A,ENSG00000113763
UNG,ENSG00000076248
UPF1,ENSG00000005007
UPK1A,ENSG00000105668
UPK2,ENSG00000110375
UPK3A,ENSG00000100373
UPK3B,ENSG00000243566
UQCC1,ENSG00000101019
UQCC3,ENSG00000204922
URB1,ENSG00000142207
URGCP,ENSG00000106608
USF1,ENSG00000158773
USP10,ENSG00000103194
USP11,ENSG00000102226
USP27X,ENSG00000273820
USP29,ENSG00000131864
USP32,ENSG00000170832
USP36,ENSG00000055483
USP38,ENSG00000170185
USP5,ENSG00000111667
USP53,ENSG00000145390
USP6,ENSG00000129204
USP7,ENSG00000187555
USP9Y,ENSG00000114374
UTP23,ENSG00000147679
UTRN,ENSG00000152818
UTS2,ENSG00000049247
VAMP3,ENSG00000049245
VAMP5,ENSG00000168899
VAPB,ENSG00000124164
VASP,ENSG00000125753
VAV1,ENSG00000141968
VAV3,ENSG00000134215
VAX1,ENSG00000148704
VCAM1,ENSG00000162692
VCL,ENSG00000035403
VDAC1,ENSG00000213585
VDAC2,ENSG00000165637
VDR,ENSG00000111424
VEGFA,ENSG00000112715
VEGFB,ENSG00000173511
VEGFC,ENSG00000150630
VEGFD,ENSG00000165197
VGF,ENSG00000128564
VGLL3,ENSG00000206538
VHL,ENSG00000134086
VIM,ENSG00000026025
VIP,ENSG00000146469
VIPR1,ENSG00000114812
VIPR2,ENSG00000106018
VLDLR,ENSG00000147852
VPS13A,ENSG00000197969
VPS13B,ENSG00000132549
VPS35,ENSG00000069329
VPS37B,ENSG00000139722
VPS4A,ENSG00000132612
VPS50,ENSG00000004766
VSIG4,ENSG00000155659
VSIR,ENSG00000107738
VSNL1,ENSG00000163032
VSTM1,ENSG00000189068
VSTM2B,ENSG00000187135
VSTM2L,ENSG00000132821
VSX2,ENSG00000119614
VTCN1,ENSG00000134258
VWA8,ENSG00000102763
WAPL,ENSG00000062650
WARS,ENSG00000140105
WAS,ENSG00000015285
WASHC2A,ENSG00000099290
WASHC3,ENSG00000120860
WASHC4,ENSG00000136051
WASL,ENSG00000106299
WBP2,ENSG00000132471
WDFY3,ENSG00000163625
WDFY4,ENSG00000128815
WDHD1,ENSG00000198554
WDR12,ENSG00000138442
WDR26,ENSG00000162923
WDR37,ENSG00000047056
WDR5,ENSG00000196363
WDR55,ENSG00000120314
WDR72,ENSG00000166415
WDR74,ENSG00000133316
WDR77,ENSG00000116455
WDR81,ENSG00000167716
WDR90,ENSG00000161996
WEE1,ENSG00000166483
WEE2,ENSG00000214102
WFDC1,ENSG00000103175
WFS1,ENSG00000109501
WNT1,ENSG00000125084
WNT2,ENSG00000105989
WNT3,ENSG00000108379
WNT3A,ENSG00000154342
WNT4,ENSG00000162552
WNT5A,ENSG00000114251
WNT5B,ENSG00000111186
WRAP73,ENSG00000116213
WRN,ENSG00000165392
WT1,ENSG00000184937
WWC1,ENSG00000113645
WWOX,ENSG00000186153
WWP1,ENSG00000123124
WWP2,ENSG00000198373
WWTR1,ENSG00000018408
XBP1,ENSG00000100219
XCL2,ENSG00000143185
XCR1,ENSG00000173578
XDH,ENSG00000158125
XIAP,ENSG00000101966
XIRP1,ENSG00000168334
XIST,ENSG00000229807
XPA,ENSG00000136936
XPC,ENSG00000154767
XPNPEP1,ENSG00000108039
XPNPEP3,ENSG00000196236
XPO1,ENSG00000082898
XPO5,ENSG00000124571
XPO6,ENSG00000169180
XPO7,ENSG00000130227
XPR1,ENSG00000143324
XRCC1,ENSG00000073050
XRCC2,ENSG00000196584
XRCC3,ENSG00000126215
XRCC4,ENSG00000152422
XRCC5,ENSG00000079246
XRCC6,ENSG00000196419
YAP1,ENSG00000137693
YES1,ENSG00000176105
YIF1B,ENSG00000167645
YIPF1,ENSG00000058799
YIPF5,ENSG00000145817
YJEFN3,ENSG00000250067
YLPM1,ENSG00000119596
YPEL2,ENSG00000175155
YTHDC2,ENSG00000047188
YTHDF1,ENSG00000149658
YTHDF3,ENSG00000185728
YWHAQ,ENSG00000134308
YWHAZ,ENSG00000164924
YY1,ENSG00000100811
YY1AP1,ENSG00000163374
ZAN,ENSG00000146839
ZAP70,ENSG00000115085
ZBED9,ENSG00000232040
ZBP1,ENSG00000124256
ZBTB1,ENSG00000126804
ZBTB10,ENSG00000205189
ZBTB16,ENSG00000109906
ZBTB21,ENSG00000173276
ZBTB25,ENSG00000089775
ZBTB3,ENSG00000185670
ZBTB33,ENSG00000177485
ZBTB4,ENSG00000174282
ZBTB40,ENSG00000184677
ZBTB48,ENSG00000204859
ZBTB49,ENSG00000168826
ZC2HC1A,ENSG00000104427
ZC3H12A,ENSG00000163874
ZC3H12D,ENSG00000178199
ZC3H18,ENSG00000158545
ZC3H7A,ENSG00000122299
ZC3HAV1L,ENSG00000146858
ZC4H2,ENSG00000126970
ZCCHC10,ENSG00000155329
ZCCHC17,ENSG00000121766
ZCCHC2,ENSG00000141664
ZCCHC3,ENSG00000247315
ZCCHC8,ENSG00000033030
ZDHHC17,ENSG00000186908
ZDHHC22,ENSG00000177108
ZEB1,ENSG00000148516
ZEB2,ENSG00000169554
ZER1,ENSG00000160445
ZFAND5,ENSG00000107372
ZFAT,ENSG00000066827
ZFHX3,ENSG00000140836
ZFHX4,ENSG00000091656
ZFP36,ENSG00000128016
ZFP57,ENSG00000204644
ZFPL1,ENSG00000162300
ZFX,ENSG00000005889
ZFYVE1,ENSG00000165861
ZFYVE21,ENSG00000100711
ZFYVE26,ENSG00000072121
ZGRF1,ENSG00000138658
ZHX3,ENSG00000174306
ZIC2,ENSG00000043355
ZIC4,ENSG00000174963
ZMIZ1,ENSG00000108175
ZMIZ2,ENSG00000122515
ZMPSTE24,ENSG00000084073
ZMYM1,ENSG00000197056
ZMYM3,ENSG00000147130
ZMYND10,ENSG00000004838
ZMYND19,ENSG00000165724
ZNF106,ENSG00000103994
ZNF142,ENSG00000115568
ZNF165,ENSG00000197279
ZNF177,ENSG00000188629
ZNF232,ENSG00000167840
ZNF280C,ENSG00000056277
ZNF281,ENSG00000162702
ZNF296,ENSG00000170684
ZNF326,ENSG00000162664
ZNF341,ENSG00000131061
ZNF346,ENSG00000113761
ZNF395,ENSG00000186918
ZNF408,ENSG00000175213
ZNF410,ENSG00000119725
ZNF449,ENSG00000173275
ZNF451,ENSG00000112200
ZNF469,ENSG00000225614
ZNF512,ENSG00000243943
ZNF592,ENSG00000166716
ZNF608,ENSG00000168916
ZNF639,ENSG00000121864
ZNF683,ENSG00000176083
ZNF687,ENSG00000143373
ZNF76,ENSG00000065029
ZNF768,ENSG00000169957
ZNF8,ENSG00000278129
ZNF804A,ENSG00000170396
ZNF827,ENSG00000151612
ZNF829,ENSG00000185869
ZPR1,ENSG00000109917
ZSCAN1,ENSG00000152467
ZSCAN12,ENSG00000158691
ZSCAN16,ENSG00000196812
ZSCAN20,ENSG00000121903
ZSCAN26,ENSG00000197062
ZSWIM6,ENSG00000130449
ZUP1,ENSG00000153975
ZYG11B,ENSG00000162378
ZYX,ENSG00000159840
